index,data,type
2542,"DRIVETIME AUTOMOTIVE GROUP, INC.",Company
2543,"FIRST STATES INVESTORS BRANCH ONE, L.P.",Company
2544,"MARINER'S COVE JV, L.P.",Company
2545,SMITH PROPERTY HOLDINGS FIVE L.P.,Company
2546,"MAXYGEN, INC.",Company
2547,5 more,Company
2548,"AIMCO OLDE TOWN WEST III, L.P.",Company
2549,CAR DMR 1 L.L.C.,Company
2550,"JEWELL COKE COMPANY, L.P.",Company
2551,"AUDIENCE, INC.",Company
2552,"ASPIRE BIOTECH, INC.",Company
2553,"SHAPELY, INC.",Company
2554,"BRYAN METALS, LLC",Company
2555,"NEXTENTURE, INC.",Company
2556,BUCKEYE STEEL CASTINGS COMPANY,Company
2557,"DOORS & BUILDING COMPONENTS, INC.",Company
2558,NANOPHASE TECHNOLOGIES CORPORATION,Company
2559,6 more,Company
2560,"APRICUS, INC.",Company
2561,"AKOUSTIS TECHNOLOGIES, INC.",Company
2562,HEALTHY OPTIONS INC.,Company
2563,DYNACARE OKLAHOMA INC.,Company
2564,"GLADSTONE SBIC, L.P.",Company
2565,"HYSTER-YALE MATERIALS HANDLING, INC.",Company
2566,KNOWLES CORPORATION,Company
2567,CLARUS CORPORATION,Company
2568,CANTEL MEDICAL CORP.,Company
2569,"SUNFLOWER FARMERS MARKETS, INC.",Company
2570,2 more,Company
2571,"RETURN PATH, INC.",Company
2572,"CHF SOLUTIONS, INC.",Company
2573,"BONANZA CREEK ENERGY, INC.",Company
2574,"LEVEL 3 COMMUNICATIONS, INC.",Company
2575,ATTITUDE DRINKS INCORPORATED,Company
2576,NORTHERN TECHNOLOGIES INTERNATIONAL CORPORATION,Company
2577,GEOSPACE TECHNOLOGIES CORPORATION,Company
2578,CERAMTECH NORTH AMERICA LLC,Company
2579,LPL FINANCIAL HOLDINGS INC.,Company
2580,,Company
2581,Lykke Design Holding ApS,Company
2582,Jesper Bay Nielsen,Company
2583,MS Tri Holding ApS,Company
2584,Ministry of Hunting Affairs ApS,Company
2585,LunaStone Holding IVS,Company
2586,KM Learning ApS,Company
2587,Dantech Holding ApS,Company
2588,Simone Stellan Madsen IVS,Company
2589,BLUE EQUITY II K/S,Company
2590,AA Holding af 2008 ApS,Company
2591,JMMSM HOLDING IVS,Company
2592,FJ Group ApS,Company
2593,Tokerød X - Innovation Hub ApS,Company
2594,Bang Viborg Holding ApS,Company
2595,STINE LINNEMANN STUDIO ApS,Company
2596,Ihle Holding IVS,Company
2597,Anette Bendixen,Company
2598,Karsten Kristensen,Company
2599,MMVE Holding ApS,Company
2600,TLKJO IVS,Company
2601,Bektur-Giversen ApS,Company
2602,Daniel From IVS,Company
2603,JTH Gruppen IVS,Company
2604,RAM Holding IVS,Company
2605,TRIB HOLDING ApS,Company
2606,LÆGTESKOV HOLDING ApS,Company
2607,IB NIELSEN,Company
2608,VALESAN ApS,Company
2609,MTM 3000 HOLDING ApS,Company
2610,NB UNITED IVS,Company
2611,HEINE BJERRE HOLDING ApS,Company
2612,STAUN RUNGSTED HOLDING ApS,Company
2613,Barkowski Holding ApS,Company
2614,Prodan Holding A/S,Company
2615,Hvide Sande Murerforretning ApS,Company
2616,M F Holding ApS,Company
2617,H. - NIELSEN AF 1. JANUAR 1999 ApS,Company
2618,Hecbo Holding ApS,Company
2619,Batum Holding ApS,Company
2620,eGro Holding Denmark IVS,Company
2621,MALOAS HOLDING ApS,Company
2622,Jens Erik Kristensen,Company
2623,SIDAHL HOLDING IVS,Company
2624,Pouls Holding ApS,Company
2625,MHO-Co A/S,Company
2626,A-J Holding IVS,Company
2627,Danny Nielsen,Company
2628,Secure DK5 A/S,Company
2629,Eye Eye DK IVS,Company
2630,QD Holding ApS,Company
2631,Kost og Logi ApS,Company
2632,FLS Holding 0 ApS,Company
2633,NPB Holding ApS,Company
2634,Stationsparken A/S,Company
2635,ANAULO Holding IVS,Company
2636,Happyfish Holding ApS,Company
2637,D&M Invest IVS,Company
2638,Corfitsen Holding ApS,Company
2639,Rising Holding IVS,Company
2640,Jinxicat Holding IVS,Company
2641,Multi Work Power Holding IVS,Company
2642,Kiel Trading IVS,Company
2643,KLOL HOLDING ApS,Company
2644,RAUN PEDERSEN HOLDING ApS,Company
2645,MEDIAPIXO HOLDING ApS,Company
2646,Jens Mogensen,Company
2647,HESSELBERN Holding ApS,Company
2648,Herman-Holding ApS,Company
2649,Søren Lundgaard,Company
2650,KENT PEDERSEN,Company
2651,Altiore Holding ApS,Company
2652,Holdingselskabet af 01-11-16 ApS,Company
2653,PALL RENEW ApS,Company
2654,FA Nova IVS,Company
2655,,Company
2656,"INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE, INCORPORATED",Company
2657,"CYGNUS CORPORATION, Inc.",Company
2658,NATIONAL ACADEMY OF EDUCATION (THE),Company
2659,Grasshopper Movers LLC,Company
2660,AMERICAN SOCIETY OF CIVIL ENGINEERS FOUNDATION INC.,Company
2661,CSDC FACILITIES CORPORATION,Company
2662,OPTIMODAL TECHNOLOGIES L.L.C.,Company
2663,"WASHINGTON MUSIC SALES CENTER, Inc.",Company
2664,HOGAR COMMUNITY REINVESTMENT LLC,Company
2665,MVS Inc.,Company
2666,AMERICANS FOR PROSPERITY,Company
2667,GRACE OUTREACH CENTER & YOUTH LEADERSHIP INSTITUTE (THE),Company
2668,SOCIETY OF AMERICAN FLORISTS AND ORNAMENTAL HORTICULTURISTS,Company
2669,APPA: THE ASSOCIATION OF HIGHER EDUCATION FACILITIES OFFICERS,Company
2670,COMMON CAUSE,Company
2671,WORLD FEDERATION FOR MENTAL HEALTH,Company
2672,ASHOKA,Company
2673,GLOBAL IMPACT,Company
2674,INTERNATIONAL SOCIETY FOR ANIMAL RIGHTS,Company
2675,W. EDWARDS DEMING INSTITUTE (THE),Company
2676,INVESTIGATIVE NEWS NETWORK,Company
2677,LONG FENCE COMPANY Inc.,Company
2678,NATIONAL CENTER FOR MISSING AND EXPLOITED CHILDREN (THE),Company
2679,TOXSERVICES LLC,Company
2680,LEARNING FOR LIFE,Company
2681,"NATIONAL ENERGY MANAGEMENT INSTITUTE, INC.",Company
2682,WHITMAN-WALKER CLINIC INC,Company
2683,CAMBRIDGE IN AMERICA,Company
2684,UNIVERSITIES SPACE RESEARCH Association,Company
2685,"NON-PROFIT COMMUNITY DEVELOPMENT CORPORATION OF WASHINGTON, D.C., INC. (THE)",Company
2686,"HIGHER ACHIEVEMENT PROGRAM, INC.",Company
2687,AMERICAN INSTITUTE OF BIOLOGICAL SCIENCES,Company
2688,GREAT MINDS LLC,Company
2689,LEADERSHIP FOR EDUCATIONAL EQUITY,Company
2690,AMERICAN HORTICULTURAL Society,Company
2691,NATIONAL RURAL TELECOMMUNICATIONS COOPERATIVE,Company
2692,11 more,Company
2693,COLUMBIA REALTY VENTURE LLC,Company
2694,INTERNATIONAL SOCIETY OF AIR SAFETY INVESTIGATORS (THE),Company
2695,J STREET BROKERAGE SERVICES LLC,Company
2696,CLIMATE REALITY ACTION FUND,Company
2697,BIG BROTHERS BIG SISTERS OF AMERICA,Company
2698,"PUBLIC EMPLOYEES FOR ENVIRONMENTAL RESPONSIBILITY, INC.",Company
2699,NATIONAL CENTER FOR STATE COURTS,Company
2700,COLLEGE SAVINGS FOUNDATION (THE),Company
2701,TROUT INC.,Company
2702,"WORLD PARROT TRUST, U.S.A.",Company
2703,CROWELL & MORING LLP,Company
2704,MOTHERS AGAINST DRUNK DRIVING,Company
2705,NATIONAL HOMES TRUST INC.,Company
2706,Represent.Us Education Fund,Company
2707,BEYOND PESTICIDES/NATIONAL COALITION AGAINST THE MISUSE OF PESTICIDES,Company
2708,ASSOCIATION FOR MULTICULTURAL COUNSELING AND DEVELOPMENT,Company
2709,"CALIBRE CPA GROUP, PLLC",Company
2710,CAPITOL SERVICES Inc.,Company
2711,PLUMBING-HEATING-COOLING CONTRACTORS-NATIONAL ASSOCIATION EDUCATIONAL FOUNDATION (THE),Company
2712,DRUG POLICY ACTION,Company
2713,Open Government Partnership Secretariat,Company
2714,"MYRIDDIAN, LLC",Company
2715,SPECIALTY VEHICLE INSTITUTE OF AMERICA Association,Company
2716,DAYCON PRODUCTS COMPANY INC.,Company
2717,UNITED HOUSE OF PRAYER FOR ALL PEOPLE OF THE CHURCH ON THE ROCK OF THE APOSTOLIC FAITH (THE),Company
2718,AMERICAN HUMANE ASSOCIATION (THE),Company
2719,HUMAN CAPITAL INITIATIVES LLC,Company
2720,CTAM EDUCATIONAL FOUNDATION,Company
2721,HUMAN SERVICES RESEARCH Institute,Company
2722,AFCEA INTERNATIONAL,Company
2723,RAFFA FINANCIAL SERVICES Inc.,Company
2724,GREAT MINDS,Company
2725,MAJOR LEAGUE BASEBALL PLAYERS ALUMNI ASSOCIATION,Company
2726,COHEN MILSTEIN SELLERS & TOLL PLLC,Company
2727,"UNITED STATES PUBLIC INTEREST RESEARCH GROUP EDUCATION FUND, INC.",Company
2728,"AMERICAN FEDERATION OF POLICE AND CONCERNED CITIZENS, INC.",Company
2729,AB/URBAN DEVELOPMENT L.L.C.,Company
2730,ELY INC.,Company
2731,ARMENIAN RESEARCH FOUNDATION (THE),Company
2732,RELIGIOUS FREEDOM COALITION,Company
2733,NATIONAL ASSOCIATION OF WOMEN JUDGES,Company
2734,PORSCHE CLUB OF AMERICA,Company
2735,"VAN SCOYOC ASSOCIATES, Inc.",Company
2736,NATIONAL TAXPAYERS UNION Foundation,Company
2737,AGC EDUCATION AND RESEARCH FOUNDATION,Company
2738,CHARTIS CONSULTING Corporation,Company
2739,"STARR WRIGHT INSURANCE AGENCY, Inc.",Company
2740,CARE NET,Company
2741,"Andrew S. Martin, D.D.S. P.C.",Company
2742,COMMUNITY HEALTH CHARITIES,Company
2743,"DUCKS UNLIMITED, INC.",Company
2744,24 more,Company
2745,PROCUREVIS Inc.,Company
2746,NATIONAL ASSOCIATION OF STATE DEPARTMENTS OF AGRICULTURE (THE),Company
2747,SOCIETY OF CONSUMER AFFAIRS PROFESSIONALS IN BUSINESS,Company
2748,,Company
2749,INSTITUTO DE TERAPIA Y DESARROLLO HUMANO DR. VICENTE VARGAS,Company
2750,MOTO INVERSIONES DARINEL,Company
2751,FUNDACION DE AYUDA A PERSONAS POBRES CON ENFERMEDADES CRONICAS FAPPECRO,Company
2752,FERMIN & CORTORREAL,Company
2753,SERVICIOS LEGALES DUCAN,Company
2754,ARINNCA,Company
2755,INVERSIONES PICHARDO ENCARNACIN INPE,Company
2756,ASOCIACION RDOC,Company
2757,FEDERACION JUNTAS DE VECINOS DE RIO SAN JUAN PLAYA GRANDE FEJUVERISANPLAG,Company
2758,REAL COMPANY MC13,Company
2759,SERVICIOS MULTIPLES GPOINT,Company
2760,CONSULTAS CON JUAN CARLOS SIMO,Company
2761,AGUA REDDI,Company
2762,OPEN MOBILE A.J.,Company
2763,HIGH KNOWLEDGE1 MOTOR SPORT,Company
2764,CANA VILLAGE - SERENA PUNTA CANA,Company
2765,CONDURAL CONSTRUCCIONES RESISTENTES,Company
2766,TACOMIO ANDREWS,Company
2767,Mare Fish,Company
2768,THE BUNGALOWS AT EMI,Company
2769,ARCHICONCEPTO,Company
2770,AGENCIA ESCUELA DE MODELAJE D'HIGH CLASS,Company
2771,D' LUPITA SALON Y ESTETICA,Company
2772,FAJOTA CARIBE,Company
2773,"INSACRUZ, ABOGADOS & BIENES RAICES",Company
2774,D.I DENTAL INTEGRAL,Company
2775,CENTRO EDUCATIVO CRISTIANO MI ESPERANZA,Company
2776,CONSTRUCTORA MONEGRO BURGOS,Company
2777,GUARDIAN SYSTEMS,Company
2778,EMC PROSERTECH,Company
2779,FARMACIA DE LA CRUZ GUZMAN,Company
2780,MOTORCAR AUTO IMPORT GUERRERO & GUILLEN,Company
2781,CONSTRUCCIONES MINITAS,Company
2782,GRUPO HONOR,Company
2783,LABORATORIOS AGROENZYMAS REPUBLICA DOMINICANA,Company
2784,YGALARQ,Company
2785,BIG 4 CONSULTING,Company
2786,TECVESA AIR SERVICE,Company
2787,YENEL MELO CAR CLEAN AUTO DETAILING,Company
2788,INTECPRENEUR,Company
2789,INVERSIONES URLI,Company
2790,CENTRO MEDICO DR. PAULINO REYES RODRIGUEZ,Company
2791,JOYERIA GEMESA,Company
2792,COASTAL (EMBLEMA),Company
2793,MAX POSTRES,Company
2794,HOSPITAL UNIVERSITARIO DR. RAFAEL VASQUEZ GARCIA,Company
2795,PARADOR L & L,Company
2796,TA DE TO SÁNDWICH,Company
2797,GARIP & CASTILLO INVERSIONES,Company
2798,PRODUCTOS RACOSIN,Company
2799,INVERSIONES VALDECARROS,Company
2800,CAMARA COMERCIO Y PRODUCCION SANTO DOMINGO (CCPSD),Company
2801,CAMPO CABANA,Company
2802,GUTASO MOTORSPORTS IMPORT,Company
2803,CONSULTORIO DENTAL DRA. NANCY CUSTODIO,Company
2804,DOMÍNGUEZ GUERRA REYES & ASOC.,Company
2805,X DAY,Company
2806,FARMACIA CIELO,Company
2807,IMPROFORMAS,Company
2808,EDICIONES CENTRO LEON,Company
2809,EVANIA IMPORT,Company
2810,ASOCIACION DE TRANSPORTISTAS DE CARGA EN GENERAL DE SANTO DOMINGO ESTE-ASOTRACADOESTE,Company
2811,KENNZO MOTORS,Company
2812,SOMED,Company
2813,DISTRIBUIDORA GRISELY,Company
2814,"ASOCIACIÓN DE MOTOCONCHISTA ENTRADA DE MANOGUAYABO AUTOPISTA DUARTE ESQUINA BEISBOLISTAS, ASOMONAPA",Company
2815,TRESCOL,Company
2816,SUSPIROS PASTELERIA Y REPOSTERIA,Company
2817,CONSTRUCTORA INGENIEROS CAPANO,Company
2818,ARTESANIA FAMILIA GUALSAQUI,Company
2819,PUNTALES Y MADERAS JOHAN FEBLES,Company
2820,FUNDACIÓN ACADEMIA DE PROFESORES PARA LA PAZ MUNDIAL FAPROPAZ,Company
2821,FIRST LINE XANDER,Company
2822,THE FOURTH R DOMINICANA E,Company
2823,VAN DE VELDE-FRUTAS Y VEGETALES DOMINICANOS,Company
2824,INVERSIONES MAGESO,Company
2825,KAMAR AUTOSERVICIOS,Company
2826,CONSULTORIOS MÉDICOS JERUSALÉN,Company
2827,"TEJADA & TEJADA CONSULTING, TTC",Company
2828,SALA DE TAREA FLOR PEREZ,Company
2829,LEURY FERMIN FIGUEROA SUPER COLMADO MINIMARKE,Company
2830,PANIFICADORA SURTIDORA COLON ALSACIO,Company
2831,ESENCIAS BY EVA GUZMAN RD,Company
2832,BURDIER PRODUCIONES Y EVENTOS ARTISTICOS,Company
2833,SUPER AGUA SHENDA,Company
2834,INVERSIONES FULLBRAKE BY GALEANO,Company
2835,AGUA LA CASTELLANA,Company
2836,LEEYO DO INVEST FORWARDS,Company
2837,HERBA-NISIBON RD,Company
2838,COLMADO KIARA,Company
2839,,Company
2840,Spectrum UAE Ltd.,Company
2841,GPW (Middle East) Ltd.,Company
2842,GroupMed International Management Holding Limited,Company
2843,CorpLease Emirates Limited,Company
2844,Dubai Sukuk Centre Limited,Company
2845,Vegie Bar LLC,Company
2846,Vistra (Luxembourg) S.a r.l.,Company
2847,VR Advisory Services (Dubai) Ltd,Company
2848,Waqf Nominees 2 Limited,Company
2849,Allen & Overy LLP,Company
2850,Arcelor Investment S.A.,Company
2851,Attijariwafa Bank (Middle East) Limited,Company
2852,iStyle Computers LLC,Company
2853,"Innovation 360, LLC",Company
2854,International Finance Corporation,Company
2855,Jefferies International Limited,Company
2856,Paradigm Investment Banking Company Limited,Company
2857,PineBridge Investments Middle East Limited,Company
2858,R E Lee International (Middle East) Limited,Company
2859,Reed Smith LLP,Company
2860,REED SMITH 12,Company
2861,MegaSun Lounge LLC,Company
2862,Nebat 2 Limited,Company
2863,Permal Investment Management Services Limited,Company
2864,"Prime Holdings, LLC",Company
2865,Financial Services Association (UAE) LLC,Company
2866,Freshfields Bruckhaus Deringer,Company
2867,Future Management LLC,Company
2868,Golden Investments Holdings Limited,Company
2869,H.M.R Investment Holding Limited,Company
2870,Baka Holding Limited,Company
2871,Brownbook Publishing FZ LLC,Company
2872,Capital Club Limited,Company
2873,CITI BANK N A (ATM),Company
2874,Coca-Cola Sabco (East Africa) Limited,Company
2875,Daman Securities International Limited,Company
2876,Dareen International Co. LLC (Pinkberry),Company
2877,Deloitte Corporate Finance Limited,Company
2878,DIFC Hotels & Hospitality LLC,Company
2879,DMZ LLC,Company
2880,Edward W Kelley & Partners Limited,Company
2881,The National Investor (Dubai) Limited,Company
2882,UBS AG,Company
2883,LUMIDIEM Limited,Company
2884,M2Global Limited,Company
2885,BNP Paribas Wealth Management (DIFC) Limited,Company
2886,Cerberus Middle East Capital Advisors Limited,Company
2887,"Curtis, Mallet-Prevost, Colt & Mosle LLP",Company
2888,DRRT LIMITED,Company
2889,Aon Hewitt Middle East Limited,Company
2890,Barclays Bank Plc.,Company
2891,Zodial Equity Trading (Dubai) Limited,Company
2892,OG Europe Limited,Company
2893,Clements (Dubai) Limited,Company
2894,IFX (UK) Limited,Company
2895,DAMAC FC HOLDING CO LTD,Company
2896,EITL (DIFC) SPC 4,Company
2897,Action Hotels Limited,Company
2898,Sweet Connection The Gluten Free Kitchen LLC,Company
2899,Simplex 1 Limited,Company
2900,Nardello & Co. (UAE) LLC,Company
2901,"Elysian Investments, LLC",Company
2902,Emirates NBD Asset Management Limited,Company
2903,European Investments LLC,Company
2904,Fajr Capital Advisors Limited,Company
2905,Farbro Group LLC,Company
2906,Legatum Ventures Limited,Company
2907,Lingohr & Partner Asset Management GmbH,Company
2908,BB Energy Group Holding LTD,Company
2909,Unit & Polteks Limited,Company
2910,Axiom Telecom LLC,Company
2911,Bemo Investment Firm LTD,Company
2912,Bin Hendi Hospitality Limited,Company
2913,Hewlett Packard Financial Services (Dubai) Limited,Company
2914,Solidere International Limited,Company
2915,Sarasin-Alpen & Partners Limited,Company
2916,SEI Investments (Europe) Ltd,Company
2917,SHL Global Investments Ltd.,Company
2918,Skandia International (Middle East) Ltd,Company
2919,SAK Investments Limited,Company
2920,Silk Invest Limited,Company
2921,Stibbe Dubai B. V.,Company
2922,Swicorp (UAE) Limited,Company
2923,3 Capital Trading Limited,Company
2924,AAH Limited,Company
2925,Mohammed the Messenger Museum LLC,Company
2926,Morgan Stanley Equity Trading (DIFC) Limited,Company
2927,MSH INTERNATIONAL (DUBAI) LTD,Company
2928,T. Choithram & Sons LLC,Company
2929,Tanager Holdings Limited,Company
2930,The Cobbler LLC,Company
2931,,Company
2932,Evondos Oy,Company
2933,Metos Oy Ab,Company
2934,Success Clinic Holding Oy,Company
2935,Barona IT Oy,Company
2936,Oy Lars Krogius Ab,Company
2937,Infinera Oy,Company
2938,Nokia Solutions and Networks Oy,Company
2939,Future Group Oy,Company
2940,Sympa Oy,Company
2941,SPARKLING SPRING OY,Company
2942,2 more,Company
2943,Teknos Group Oy,Company
2944,101 more,Company
2945,SOLEMO Oy,Company
2946,Europress Group Oy,Company
2947,Unisport-Saltex Oy,Company
2948,Keva,Company
2949,EMU Growth Partners Oy,Company
2950,Oy Salus Group Ab,Company
2951,Digital Fabric Oy,Company
2952,Citycon Oyj,Company
2953,Oy Arne Stara Ab,Company
2954,Fluido Oy,Company
2955,Loyaltic Oy,Company
2956,Bayer Nordic SE,Company
2957,Success Clinic Oy,Company
2958,Viking Malt Oy,Company
2959,Tectis Oy,Company
2960,iLOQ Oy,Company
2961,Digital Workforce Services Oy,Company
2962,Fortum Waste Solutions Oy,Company
2963,Sofigate Group Oy,Company
2964,Technopolis UMA Holding Oy,Company
2965,Benemen Oy,Company
2966,Verco Oy,Company
2967,Marketing Clinic Oy,Company
2968,NICE Entertainment Group Oy,Company
2969,Viessmann Refrigeration Systems Oy,Company
2970,Kemppi Oy,Company
2971,Nixu Oyj,Company
2972,Kemira Oyj,Company
2973,Grocialist Oy,Company
2974,Technopolis Holding Oyj,Company
2975,6 more,Company
2976,OneMed Oy,Company
2977,Best Friend Group Oy,Company
2978,Oy Verman Ab,Company
2979,Suomen Kotilääkäripalvelu Oy,Company
2980,Tikkurila Oyj,Company
2981,Honkajoki CES Finland Oy,Company
2982,Finsk Invest Oy,Company
2983,Uponor Infra Oy,Company
2984,Aeropole Oy,Company
2985,Nordea Bank Abp,Company
2986,Signom Oy,Company
2987,Peili Vision Oy,Company
2988,Savosolar Oyj,Company
2989,Orion Diagnostica Oy,Company
2990,FCG Finnish Consulting Group Oy,Company
2991,Efecte Oyj,Company
2992,NewIcon Oy,Company
2993,Kingspan Oy,Company
2994,Telko Oy,Company
2995,Marko Pantsar Oy,Company
2996,MT Invest Oy,Company
2997,Nasdaq Nordic Oy,Company
2998,Management Events International Oy Ltd,Company
2999,Eficode Oy,Company
3000,Kuljetusliike Ville Silvasti Oy,Company
3001,LeadDesk Oyj,Company
3002,Oy Finntack Holding Ltd,Company
3003,Fortum Power and Heat Oy,Company
3004,Peikko Group Oy,Company
3005,Secto Automotive Group Oy,Company
3006,Halton Oy,Company
3007,Wolt Enterprises Oy,Company
3008,Purmo Group Finland Oy Ab,Company
3009,Valmet Automation Oy,Company
3010,Noli Studios Finland Oy,Company
3011,Relevant Digital Oy,Company
3012,Algol Chemicals Oy,Company
3013,Solteq Oyj,Company
3014,HKScan Oyj,Company
3015,Oy Checkmark Ltd,Company
3016,HUONE International Oy,Company
3017,TietoEVRY Oyj,Company
3018,Blue Finance Oy,Company
3019,Algol Diagnostics Oy,Company
3020,VividWorks Oy,Company
3021,Rocla Oy,Company
3022,Vitabalans Oy,Company
3023,Fiskars Europe Holding Oy Ab,Company
3024,Schauman & Nordgren Architects Ab,Company
3025,,Company
3026,"PRACTICAL ENERGY SOLUTIONS, INC.",Company
3027,CRUISES INC.,Company
3028,"LANDSOUTH CONSTRUCTION, LLC",Company
3029,"NATIONAL AIR CARGO HOLDINGS, INC.",Company
3030,"PREMIER EXHIBITIONS, INC.",Company
3031,"JUSTIN-ERIC, INC.",Company
3032,JRSIS HEALTH CARE CORPORATION,Company
3033,"B-FOCUSED, INC.",Company
3034,"MIMEDX GROUP, INC.",Company
3035,21 more,Company
3036,"INNOVATIVE FOOD HOLDINGS, INC.",Company
3037,"EASTERN POULTRY DISTRIBUTORS, INC.",Company
3038,"INSULPRO, INC.",Company
3039,"WORKFORCE BUSINESS SERVICES CA, LLC",Company
3040,"SKY INVESTMENTS, INC.",Company
3041,"ELITE ELECTRIC & LIGHTING, INC.",Company
3042,WINDSOR REDEVELOPMENT CORPORATION,Company
3043,SWATA LLC,Company
3044,"NORTHSTAR CONTRACTING GROUP, INC.",Company
3045,"SEACOAST, INC.",Company
3046,"UNITED FIRE PROTECTION, INC.",Company
3047,"PERSONNEL STAFFING GROUP, LLC",Company
3048,"PALM BAY INTERNATIONAL, INC.",Company
3049,27 more,Company
3050,BD MORTGAGE GROUP LLC,Company
3051,"INSTITUTE FOR HEALTH CARE ADVOCACY, INC.",Company
3052,PLAE VERTICAL INCORPORATED,Company
3053,6 more,Company
3054,LADENBURG THALMANN FINANCIAL SERVICES INC.,Company
3055,"C.E. MENDEZ FOUNDATION, INC.",Company
3056,3 more,Company
3057,"HOLLAND MEDICAL SERVICES, INC.",Company
3058,"BRAND MANAGEMENT GROUP, LLC",Company
3059,"NEW E-PAY, LLC",Company
3060,"SKYGROUP INVESTMENTS, LLC",Company
3061,"CREDITO REAL USA FINANCE, LLC",Company
3062,ATLANTIC CANCER TREATMENT LLC,Company
3063,"HEALTHPLAN SERVICES INSURANCE AGENCY, LLC",Company
3064,"CONTOUR PRODUCTS, INC.",Company
3065,"ARTAY, INC.",Company
3066,E-WASTE CORP.,Company
3067,"WIND CLAN CONSTRUCTION COMPANY, INC.",Company
3068,"MCELROY ENGINEERING, L.L.C.",Company
3069,"KE'AKI TECHNOLOGIES, LLC",Company
3070,"SYNCSITE, INC.",Company
3071,"AMERICAN HEALTH ASSOCIATES, INC.",Company
3072,"JRS INTERNATIONAL, INC.",Company
3073,BEARD EQUIPMENT COMPANY,Company
3074,"ASHTON AGENCY, INC.",Company
3075,"EMERGENT CAPITAL, INC.",Company
3076,"ADVANCED MEDICAL PERSONNEL SERVICES, INC.",Company
3077,"BRPH ARCHITECTS ENGINEERS, INC.",Company
3078,"DOLLAR LEARNING FOUNDATION, INC",Company
3079,"MASTEC, INC.",Company
3080,SOUTH BAY TRADING FLORIDA BUSINESS CORP.,Company
3081,MJW INTERNATIONAL LLC,Company
3082,"OFFSITE HR, LLC",Company
3083,EMERGE ENTERPRISES LLC,Company
3084,CBN SECURE TECHNOLOGIES INC.,Company
3085,BURLINGTON COAT FACTORY WAREHOUSE CORPORATION,Company
3086,ALL AMERICAN MEDICAL SUPPLIES LLC,Company
3087,COMANCO ENVIRONMENTAL CORPORATION,Company
3088,"EC SOURCE SERVICES, LLC",Company
3089,"SENTRY DATA SYSTEMS, INC.",Company
3090,5 more,Company
3091,"ACCOUNTING PRINCIPALS, INC.",Company
3092,"WELLER MANAGEMENT, LLC",Company
3093,"SPECTRA METAL SALES, INC.",Company
3094,"BURLINGTON COAT FACTORY OF TEXAS, INC.",Company
3095,SWANSON SERVICES CORPORATION,Company
3096,26 more,Company
3097,"HEYDOCTOR MEDICAL GROUP (FL), P.A.",Company
3098,PARKS INSURANCE CORPORATION,Company
3099,"BRIGHT MOUNTAIN MEDIA, INC.",Company
3100,JKG FLORIDA BUSINESS CORP.,Company
3101,"MANAGEMENT ADVISORY GROUP INTERNATIONAL, INC.",Company
3102,L.D.M. WORLDWIDE CORP.,Company
3103,"FACEBANK GROUP, INC.",Company
3104,"MEDICAL DATA SYSTEMS, INC.",Company
3105,"LUMESSE, INC.",Company
3106,"GENSPRING HOLDINGS, INC.",Company
